Colony_ID,Ind_ant,Site,Date,CCRT_min,Treatment,Collection_date,Worker_count
3309,O,R1,20220428,36.533,Rural,Late,21
7783,A,R1,20220428,0.2,Rural,Late,5
7783,B,R1,20220428,0.233,Rural,Late,5
7783,C,R1,20220428,0.67,Rural,Late,5
7783,D,R1,20220428,0.9167,Rural,Late,5
5980,A,R1,20220428,0.067,Rural,Late,31
5980,B,R1,20220428,0.15,Rural,Late,31
5980,C,R1,20220428,0.167,Rural,Late,31
5980,D,R1,20220428,0.1833,Rural,Late,31
5980,E,R1,20220428,0.2,Rural,Late,31
5980,F,R1,20220428,0.267,Rural,Late,31
5980,G,R1,20220428,0.3833,Rural,Late,31
5980,H,R1,20220428,0.4167,Rural,Late,31
5980,I,R1,20220428,1.567,Rural,Late,31
5980,J,R1,20220428,14.35,Rural,Late,31
5980,K,R1,20220428,15.2163,Rural,Late,31
5980,L,R1,20220428,25.65967,Rural,Late,31
5980,M,R1,20220428,33.833,Rural,Late,31
5980,N,R1,20220428,34.2463,Rural,Late,31
5980,O,R1,20220428,34.6,Rural,Late,31
2702,A,U2,20220428,0.233,Urban,Late,115
2702,B,U2,20220428,0.3,Urban,Late,115
2702,C,U2,20220428,0.33,Urban,Late,115
2702,D,U2,20220428,0.5167,Urban,Late,115
2702,E,U2,20220428,0.67,Urban,Late,115
2702,F,U2,20220428,1.133,Urban,Late,115
2702,G,U2,20220428,1.2,Urban,Late,115
2702,H,U2,20220428,1.4167,Urban,Late,115
2702,I,U2,20220428,1.516,Urban,Late,115
2702,J,U2,20220428,1.67,Urban,Late,115
2702,K,U2,20220428,2.033,Urban,Late,115
2702,L,U2,20220428,2.7,Urban,Late,115
2702,M,U2,20220428,4.533,Urban,Late,115
2702,N,U2,20220428,5.85,Urban,Late,115
2702,O,U2,20220428,8.65,Urban,Late,115
